Year,Economy,Economy Label,Partner,Partner Label,Flow,Flow Label,Absolute value,Absolute value Footnote,Concentration Index,Concentration Index Footnote,Diversification Index,Diversification Index Footnote
2001,2160,"Developing economies excluding China",0000,"World",01,"Imports",259,,0.076484,,0.163352,
2001,2160,"Developing economies excluding China",0000,"World",02,"Exports",260,,0.124651,,0.264331,
2001,2161,"Developing economies excluding LDCs",0000,"World",01,"Imports",260,,0.07958,,0.180361,
2001,2161,"Developing economies excluding LDCs",0000,"World",02,"Exports",260,,0.108399,,0.257311,
2001,218,"Ecuador",0000,"World",01,"Imports",231,,0.061589,,0.375415,
2001,218,"Ecuador",0000,"World",02,"Exports",155,,0.388398,,0.727358,
2001,2200,"M49 developing regions",0000,"World",01,"Imports",260,,0.077031,,0.179804,
2001,2200,"M49 developing regions",0000,"World",02,"Exports",260,,0.110644,,0.260206,
2001,2205,"M49 developed regions",0000,"World",01,"Imports",260,,0.071664,,0.073439,
2001,2205,"M49 developed regions",0000,"World",02,"Exports",260,,0.068022,,0.119821,
2001,2210,"LDCs (Least developed countries)",0000,"World",01,"Imports",258,,0.069069,,0.431654,
2001,2210,"LDCs (Least developed countries)",0000,"World",02,"Exports",254,,0.259106,,0.69568,
2001,2211,"LDCs: Africa and Haiti",0000,"World",01,"Imports",255,,0.071408,,0.416904,
2001,2211,"LDCs: Africa and Haiti",0000,"World",02,"Exports",250,,0.30851,,0.717764,
2001,2213,"LDCs: Asia",0000,"World",01,"Imports",252,,0.079208,,0.484421,
2001,2213,"LDCs: Asia",0000,"World",02,"Exports",229,,0.277048,,0.752534,
2001,2216,"LDCs: Islands",0000,"World",01,"Imports",177,,0.114646,,0.487682,
2001,2216,"LDCs: Islands",0000,"World",02,"Exports",38,,0.349138,,0.821164,
2001,222,"El Salvador",0000,"World",01,"Imports",240,,0.072901,"Estimated",0.41474,"Estimated"
2001,222,"El Salvador",0000,"World",02,"Exports",184,,0.202512,"Estimated",0.672157,"Estimated"
2001,2220,"LLDCs (Landlocked developing countries)",0000,"World",01,"Imports",259,,0.061998,,0.354584,
2001,2220,"LLDCs (Landlocked developing countries)",0000,"World",02,"Exports",256,,0.18067,,0.634298,
2001,2221,"LDCs: Africa",0000,"World",01,"Imports",255,,0.073234,,0.418118,
2001,2221,"LDCs: Africa",0000,"World",02,"Exports",250,,0.313442,,0.720047,
2001,2222,"LDCs: Islands and Haiti",0000,"World",01,"Imports",210,,0.09533,,0.532699,
2001,2222,"LDCs: Islands and Haiti",0000,"World",02,"Exports",76,,0.339551,,0.797833,
2001,2230,"SIDS (Small island developing States) (UNCTAD)",0000,"World",01,"Imports",251,,0.094908,,0.351069,
2001,2230,"SIDS (Small island developing States) (UNCTAD)",0000,"World",02,"Exports",233,,0.179008,,0.664759,
2001,2231,"SIDS: Atlantic and Indian Ocean",0000,"World",01,"Imports",230,,0.092962,,0.455206,
2001,2231,"SIDS: Atlantic and Indian Ocean",0000,"World",02,"Exports",165,,0.286544,,0.781539,
2001,2232,"SIDS: Caribbean",0000,"World",01,"Imports",247,,0.114308,,0.374137,
2001,2232,"SIDS: Caribbean",0000,"World",02,"Exports",216,,0.246393,,0.715355,
2001,2233,"SIDS: Pacific",0000,"World",01,"Imports",217,,0.135659,,0.467402,
2001,2233,"SIDS: Pacific",0000,"World",02,"Exports",129,,0.208402,,0.771333,
2001,2250,"SIDS (Small island developing States) (UN-OHRLLS)",0000,"World",01,"Imports",258,,0.135732,,0.271325,
2001,2250,"SIDS (Small island developing States) (UN-OHRLLS)",0000,"World",02,"Exports",254,,0.201124,,0.43646,
2001,226,"Equatorial Guinea",0000,"World",01,"Imports",171,,0.217469,,0.59313,
2001,226,"Equatorial Guinea",0000,"World",02,"Exports",25,,0.854525,,0.735473,
2001,231,"Ethiopia",0000,"World",01,"Imports",197,,0.153866,,0.473409,
2001,231,"Ethiopia",0000,"World",02,"Exports",71,,0.343826,"Estimated",0.81102,"Estimated"
2001,232,"Eritrea",0000,"World",01,"Imports",181,,0.081114,"Estimated",0.496813,"Estimated"
2001,232,"Eritrea",0000,"World",02,"Exports",33,,0.288867,"Estimated",0.668894,"Estimated"
2001,233,"Estonia",0000,"World",01,"Imports",243,,0.098157,"Estimated",0.338424,"Estimated"
2001,233,"Estonia",0000,"World",02,"Exports",232,,0.181383,,0.554093,
2001,234,"Faroe Islands",0000,"World",01,"Imports",181,,0.121935,,0.448232,
2001,234,"Faroe Islands",0000,"World",02,"Exports",15,,0.599554,,0.568155,
2001,2370,"Selected exporters of petroleum",0000,"World",01,"Imports",259,,0.049858,,0.283966,
2001,2370,"Selected exporters of petroleum",0000,"World",02,"Exports",258,,0.507588,,0.69546,
2001,2371,"Selected exporters of manufactured goods",0000,"World",01,"Imports",260,,0.102949,,0.229729,
2001,2371,"Selected exporters of manufactured goods",0000,"World",02,"Exports",260,,0.096107,,0.318402,
2001,2372,"Selected exporters of manufactured goods and primary commodities",0000,"World",01,"Imports",260,,0.093999,,0.24251,
2001,2372,"Selected exporters of manufactured goods and primary commodities",0000,"World",02,"Exports",258,,0.077662,,0.291078,
2001,2373,"Selected exporters of agricultural products",0000,"World",01,"Imports",256,,0.054719,,0.264222,
2001,2373,"Selected exporters of agricultural products",0000,"World",02,"Exports",255,,0.132496,,0.577838,
2001,2374,"Selected exporters of minerals and mining products",0000,"World",01,"Imports",258,,0.067834,,0.285764,
2001,2374,"Selected exporters of minerals and mining products",0000,"World",02,"Exports",256,,0.181324,,0.692644,
2001,2376,"Selected LIFDC (Low-income food-deficit countries)",0000,"World",01,"Imports",259,,0.059669,,0.365197,
2001,2376,"Selected LIFDC (Low-income food-deficit countries)",0000,"World",02,"Exports",255,,0.106748,,0.536018,
2001,2378,"LIFDC (Low-income food-deficit countries) (FAO)",0000,"World",01,"Imports",259,,0.055113,,0.348923,
2001,2378,"LIFDC (Low-income food-deficit countries) (FAO)",0000,"World",02,"Exports",258,,0.112819,,0.541551,
2001,238,"Falkland Islands (Malvinas)",0000,"World",01,"Imports",57,,0.300373,,0.575682,
2001,238,"Falkland Islands (Malvinas)",0000,"World",02,"Exports",9,,0.658038,,0.713861,
2001,2411,"Net food-importing economies",0000,"World",01,"Imports",260,,0.061893,,0.048896,
2001,2411,"Net food-importing economies",0000,"World",02,"Exports",260,,0.07579,,0.078007,
2001,2412,"Net food-exporting economies",0000,"World",01,"Imports",260,,0.074546,,0.05845,
2001,2412,"Net food-exporting economies",0000,"World",02,"Exports",260,,0.0606,,0.111789,
2001,2413,"Net food-exporting developing economies",0000,"World",01,"Imports",259,,0.070807,,0.204605,
2001,2413,"Net food-exporting developing economies",0000,"World",02,"Exports",260,,0.061903,,0.242141,
2001,2414,"Net food-exporting transition economies",0000,"World",01,"Imports",256,,0.151924,,0.389433,
2001,2414,"Net food-exporting transition economies",0000,"World",02,"Exports",248,,0.093379,,0.511402,
2001,2415,"Net food-exporting developed economies",0000,"World",01,"Imports",260,,0.082951,,0.106484,
2001,2415,"Net food-exporting developed economies",0000,"World",02,"Exports",260,,0.06744,,0.147764,
2001,2416,"Major net food-exporting economies",0000,"World",01,"Imports",260,,0.075187,,0.060528,
2001,2416,"Major net food-exporting economies",0000,"World",02,"Exports",260,,0.061379,,0.112135,
2001,242,"Fiji",0000,"World",01,"Imports",203,,0.154244,,0.479644,
2001,242,"Fiji",0000,"World",02,"Exports",102,,0.249718,"Estimated",0.776605,"Estimated"
2001,2420,"Net food-importing developing economies",0000,"World",01,"Imports",260,,0.083204,,0.197733,
2001,2420,"Net food-importing developing economies",0000,"World",02,"Exports",260,,0.143161,,0.323917,
2001,2421,"Net food-importing transition economies",0000,"World",01,"Imports",258,,0.043246,,0.31687,
2001,2421,"Net food-importing transition economies",0000,"World",02,"Exports",255,,0.28508,,0.638992,
2001,2422,"Net food-importing developed economies",0000,"World",01,"Imports",259,,0.063386,,0.074978,
2001,2422,"Net food-importing developed economies",0000,"World",02,"Exports",260,,0.07515,,0.185302,
2001,2423,"Major net food-importing economies",0000,"World",01,"Imports",260,,0.063463,,0.052223,
2001,2423,"Major net food-importing economies",0000,"World",02,"Exports",260,,0.076275,,0.08147,
2001,246,"Finland",0000,"World",01,"Imports",254,,0.071901,,0.1899,
2001,246,"Finland",0000,"World",02,"Exports",236,,0.217291,,0.551648,
2001,2508,"Industrialized economies (UNIDO)",0000,"World",01,"Imports",260,,0.071813,,0.045749,
2001,2508,"Industrialized economies (UNIDO)",0000,"World",02,"Exports",260,,0.069565,,0.07697,
2001,2509,"EIEs (Emerging Industrial Economies) (UNIDO)",0000,"World",01,"Imports",260,,0.058848,,0.182417,
2001,2509,"EIEs (Emerging Industrial Economies) (UNIDO)",0000,"World",02,"Exports",259,,0.091629,,0.269685,
2001,251,"France",0000,"World",01,"Imports",258,,0.061911,,0.142987,
2001,251,"France",0000,"World",02,"Exports",258,,0.080721,,0.257116,
2001,2510,"Emerging markets",0000,"World",01,"Imports",260,,0.080291,,0.170717,
2001,2510,"Emerging markets",0000,"World",02,"Exports",260,,0.094324,,0.224148,
2001,2511,"Emerging markets: Africa",0000,"World",01,"Imports",258,,0.07799,,0.267351,
2001,2511,"Emerging markets: Africa",0000,"World",02,"Exports",253,,0.31605,,0.58211,
2001,2512,"Emerging markets: America",0000,"World",01,"Imports",258,,0.065404,,0.229363,
2001,2512,"Emerging markets: America",0000,"World",02,"Exports",257,,0.104823,,0.304957,
2001,2513,"Emerging markets: Asia",0000,"World",01,"Imports",260,,0.102785,,0.227709,
2001,2513,"Emerging markets: Asia",0000,"World",02,"Exports",260,,0.103933,,0.297995,
2001,2514,"Emerging markets: Europe and Kazakhstan",0000,"World",01,"Imports",258,,0.050703,,0.226311,
2001,2514,"Emerging markets: Europe and Kazakhstan",0000,"World",02,"Exports",256,,0.12112,,0.362588,
2001,258,"French Polynesia",0000,"World",01,"Imports",191,,0.087534,,0.391238,
2001,258,"French Polynesia",0000,"World",02,"Exports",41,,0.637527,"Estimated",0.75172,"Estimated"
2001,2611,"HIPCs (Heavily indebted poor countries) (IMF)",0000,"World",01,"Imports",256,,0.073745,,0.390358,
2001,2611,"HIPCs (Heavily indebted poor countries) (IMF)",0000,"World",02,"Exports",255,,0.133099,,0.667383,
2001,262,"Djibouti",0000,"World",01,"Imports",154,,0.136026,"Estimated",0.517766,"Estimated"
2001,262,"Djibouti",0000,"World",02,"Exports",72,,0.108279,"Estimated",0.5742,"Estimated"
2001,2621,"High-income developing economies",0000,"World",01,"Imports",260,,0.087278,,0.183162,
2001,2621,"High-income developing economies",0000,"World",02,"Exports",260,,0.100805,,0.252149,
2001,2622,"Middle-income developing economies",0000,"World",01,"Imports",259,,0.055751,,0.271374,
2001,2622,"Middle-income developing economies",0000,"World",02,"Exports",259,,0.191707,,0.48252,
2001,2623,"Low-income developing economies",0000,"World",01,"Imports",256,,0.086213,,0.435551,
2001,2623,"Low-income developing economies",0000,"World",02,"Exports",252,,0.302366,,0.665688,
2001,2624,"Low-income economies (World Bank)",0000,"World",01,"Imports",256,,0.084648,,0.435831,
2001,2624,"Low-income economies (World Bank)",0000,"World",02,"Exports",253,,0.297987,,0.667031,
2001,2625,"Lower-middle-income economies (World Bank)",0000,"World",01,"Imports",259,,0.060331,,0.266145,
2001,2625,"Lower-middle-income economies (World Bank)",0000,"World",02,"Exports",258,,0.122219,,0.432066,
2001,2626,"Upper-middle-income economies (World Bank)",0000,"World",01,"Imports",260,,0.067488,,0.200296,
2001,2626,"Upper-middle-income economies (World Bank)",0000,"World",02,"Exports",260,,0.101435,,0.254448,
2001,2627,"High-income economies (World Bank)",0000,"World",01,"Imports",260,,0.071269,,0.048421,
2001,2627,"High-income economies (World Bank)",0000,"World",02,"Exports",260,,0.068439,,0.072932,
2001,2628,"High-income OECD members (World Bank)",0000,"World",01,"Imports",260,,0.07285,,0.068881,
2001,2628,"High-income OECD members (World Bank)",0000,"World",02,"Exports",260,,0.069114,,0.119609,
2001,2629,"High-income non OECD members (World Bank)",0000,"World",01,"Imports",259,,0.096452,,0.225101,
2001,2629,"High-income non OECD members (World Bank)",0000,"World",02,"Exports",259,,0.154151,,0.359623,
2001,266,"Gabon",0000,"World",01,"Imports",199,,0.069515,"Estimated",0.431736,"Estimated"
2001,266,"Gabon",0000,"World",02,"Exports",81,,0.762651,"Estimated",0.865711,"Estimated"
2001,268,"Georgia",0000,"World",01,"Imports",198,,0.123425,,0.534602,
2001,268,"Georgia",0000,"World",02,"Exports",99,,0.181558,,0.724275,
2001,270,"Gambia",0000,"World",01,"Imports",134,,0.119911,"Estimated",0.545157,"Estimated"
2001,270,"Gambia",0000,"World",02,"Exports",36,,0.29032,"Estimated",0.731274,"Estimated"
2001,2710,"BASIC",0000,"World",01,"Imports",259,,0.07638,,0.299994,
2001,2710,"BASIC",0000,"World",02,"Exports",259,,0.055364,,0.36869,
2001,2711,"BRICS",0000,"World",01,"Imports",259,,0.066389,,0.257448,
2001,2711,"BRICS",0000,"World",02,"Exports",259,,0.063482,,0.300554,
2001,275,"State of Palestine",0000,"World",01,"Imports",201,,0.120761,"Estimated",0.551043,"Estimated"
2001,275,"State of Palestine",0000,"World",02,"Exports",130,,0.182593,"Estimated",0.619177,"Estimated"
2001,276,"Germany",0000,"World",01,"Imports",258,,0.066324,,0.128876,
2001,276,"Germany",0000,"World",02,"Exports",257,,0.099985,,0.265164,
2001,288,"Ghana",0000,"World",01,"Imports",222,,0.106518,"Estimated",0.422781,"Estimated"
2001,288,"Ghana",0000,"World",02,"Exports",139,,0.324874,"Estimated",0.817485,"Estimated"
2001,292,"Gibraltar",0000,"World",01,"Imports",125,,0.430066,,0.688393,
2001,292,"Gibraltar",0000,"World",02,"Exports",53,,0.562898,,0.707181,
2001,296,"Kiribati",0000,"World",01,"Imports",78,,0.130313,"Estimated",0.512333,"Estimated"
2001,296,"Kiribati",0000,"World",02,"Exports",11,,0.637227,"Estimated",0.758695,"Estimated"
2001,300,"Greece",0000,"World",01,"Imports",256,,0.101186,,0.291592,
2001,300,"Greece",0000,"World",02,"Exports",229,,0.106795,,0.551062,
2001,304,"Greenland",0000,"World",01,"Imports",155,,0.175337,"Estimated",0.481801,"Estimated"
2001,304,"Greenland",0000,"World",02,"Exports",20,,0.500957,,0.766849,
2001,308,"Grenada",0000,"World",01,"Imports",158,,0.081485,,0.473062,
2001,308,"Grenada",0000,"World",02,"Exports",32,,0.25897,"Estimated",0.680753,"Estimated"
2001,3101,"AMU (Arab Maghreb Union)",0000,"World",01,"Imports",252,,0.05876,,0.355165,
2001,3101,"AMU (Arab Maghreb Union)",0000,"World",02,"Exports",240,,0.380841,,0.740089,
2001,3102,"COMESA (Common Market for Eastern and Southern Africa)",0000,"World",01,"Imports",259,,0.058864,,0.333074,
2001,3102,"COMESA (Common Market for Eastern and Southern Africa)",0000,"World",02,"Exports",253,,0.279115,,0.637118,
2001,3103,"ECCAS (Economic Community of Central African States)",0000,"World",01,"Imports",242,,0.083499,,0.44885,
2001,3103,"ECCAS (Economic Community of Central African States)",0000,"World",02,"Exports",199,,0.713261,,0.843442,
2001,3104,"ECOWAS (Economic Community of West African States)",0000,"World",01,"Imports",249,,0.070415,,0.404092,
2001,3104,"ECOWAS (Economic Community of West African States)",0000,"World",02,"Exports",243,,0.575175,,0.774038,
2001,3105,"MRU (Mano River Union)",0000,"World",01,"Imports",222,,0.153202,,0.507259,
2001,3105,"MRU (Mano River Union)",0000,"World",02,"Exports",198,,0.296407,,0.796564,
2001,3106,"SADC (Southern African Development Community)",0000,"World",01,"Imports",259,,0.079437,,0.253488,
2001,3106,"SADC (Southern African Development Community)",0000,"World",02,"Exports",258,,0.148061,,0.532711,
2001,3107,"CEMAC (Economic and Monetary Community of Central Africa)",0000,"World",01,"Imports",230,,0.089289,,0.439701,
2001,3107,"CEMAC (Economic and Monetary Community of Central Africa)",0000,"World",02,"Exports",175,,0.679686,,0.844324,
2001,3108,"WAEMU (West African Economic and Monetary Union)",0000,"World",01,"Imports",239,,0.10749,,0.445997,
2001,3108,"WAEMU (West African Economic and Monetary Union)",0000,"World",02,"Exports",231,,0.21862,,0.727944,
2001,3109,"CEPGL (Economic Community of the Great Lakes Countries)",0000,"World",01,"Imports",215,,0.084968,,0.48649,
2001,3109,"CEPGL (Economic Community of the Great Lakes Countries)",0000,"World",02,"Exports",115,,0.338582,,0.739709,
2001,3110,"EAC (East African Community)",0000,"World",01,"Imports",243,,0.105909,,0.413152,
2001,3110,"EAC (East African Community)",0000,"World",02,"Exports",220,,0.193098,,0.74255,
2001,3111,"SACU (Southern African Customs Union)",0000,"World",01,"Imports",256,,0.106655,,0.253401,
2001,3111,"SACU (Southern African Customs Union)",0000,"World",02,"Exports",255,,0.140248,,0.541091,
2001,3112,"CEN-SAD (Community of Sahel-Saharan States)",0000,"World",01,"Imports",258,,0.053719,,0.326688,
2001,3112,"CEN-SAD (Community of Sahel-Saharan States)",0000,"World",02,"Exports",254,,0.426255,,0.671575,
2001,3113,"IGAD (Intergovernmental Authority on Development)",0000,"World",01,"Imports",245,,0.086879,,0.410358,
2001,3113,"IGAD (Intergovernmental Authority on Development)",0000,"World",02,"Exports",226,,0.204919,,0.737255,
2001,3114,"United Nations member States",0000,"World",01,"Imports",260,,0.066829,,0.016342,
2001,3114,"United Nations member States",0000,"World",02,"Exports",260,,0.068406,,0.024896,
2001,316,"Guam",0000,"World",01,"Imports",122,,0.58503,"Estimated",0.664625,"Estimated"
2001,316,"Guam",0000,"World",02,"Exports",18,,0.584217,"Estimated. More than 30% of total trade under ""931: Special transactions & commodities not classified""",0.721578,"Estimated. More than 30% of total trade under ""931: Special transactions & commodities not classified"""
2001,320,"Guatemala",0000,"World",01,"Imports",229,,0.085443,,0.377971,
2001,320,"Guatemala",0000,"World",02,"Exports",189,,0.157708,"Estimated",0.692594,"Estimated"
2001,3201,"CAN (Andean Community)",0000,"World",01,"Imports",251,,0.049525,,0.31817,
2001,3201,"CAN (Andean Community)",0000,"World",02,"Exports",240,,0.174798,,0.60961,
2001,3202,"CACM (Central American Common Market)",0000,"World",01,"Imports",253,,0.068006,,0.331453,
2001,3202,"CACM (Central American Common Market)",0000,"World",02,"Exports",231,,0.15937,,0.62483,
2001,3203,"CARICOM (Caribbean Community)",0000,"World",01,"Imports",248,,0.104111,,0.371812,
2001,3203,"CARICOM (Caribbean Community)",0000,"World",02,"Exports",223,,0.218807,,0.685623,
2001,3204,"FTAA (Free Trade Area of the Americas)",0000,"World",01,"Imports",259,,0.083892,,0.115788,
2001,3204,"FTAA (Free Trade Area of the Americas)",0000,"World",02,"Exports",259,,0.071217,,0.152904,
2001,3205,"LAIA (Latin American Integration Association)",0000,"World",01,"Imports",258,,0.063754,,0.224682,
2001,3205,"LAIA (Latin American Integration Association)",0000,"World",02,"Exports",257,,0.102585,,0.303729,
2001,3206,"NAFTA (North American Free Trade Agreement)",0000,"World",01,"Imports",259,,0.089668,,0.1389,
2001,3206,"NAFTA (North American Free Trade Agreement)",0000,"World",02,"Exports",259,,0.079433,,0.184693,
2001,3207,"OECS (Organisation of Eastern Caribbean States)",0000,"World",01,"Imports",212,,0.141144,,0.439382,
2001,3207,"OECS (Organisation of Eastern Caribbean States)",0000,"World",02,"Exports",113,,0.196331,,0.637694,
2001,3208,"MERCOSUR (Southern Common Market)",0000,"World",01,"Imports",258,,0.061958,,0.240935,
2001,3208,"MERCOSUR (Southern Common Market)",0000,"World",02,"Exports",255,,0.147547,,0.495277,
2001,3209,"ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)",0000,"World",01,"Imports",252,,0.060697,,0.27112,
2001,3209,"ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)",0000,"World",02,"Exports",241,,0.534091,,0.766443,
2001,3210,"UNASUR (Union of South American Nations)",0000,"World",01,"Imports",255,,0.059874,,0.271251,
2001,3210,"UNASUR (Union of South American Nations)",0000,"World",02,"Exports",248,,0.505131,,0.730482,
2001,3211,"ACS (Association of Caribbean States)",0000,"World",01,"Imports",258,,0.066561,,0.233599,
2001,3211,"ACS (Association of Caribbean States)",0000,"World",02,"Exports",255,,0.134777,,0.35814,
2001,324,"Guinea",0000,"World",01,"Imports",178,,0.121954,"Estimated",0.510883,"Estimated"
2001,324,"Guinea",0000,"World",02,"Exports",65,,0.60668,"Estimated",0.86485,"Estimated"
2001,328,"Guyana",0000,"World",01,"Imports",191,,0.189375,"Estimated",0.49783,"Estimated"
2001,328,"Guyana",0000,"World",02,"Exports",70,,0.309205,"Estimated",0.820434,"Estimated"
2001,3301,"ASEAN (Association of Southeast Asian Nations)",0000,"World",01,"Imports",259,,0.155934,,0.288117,
2001,3301,"ASEAN (Association of Southeast Asian Nations)",0000,"World",02,"Exports",260,,0.159394,,0.372449,
2001,3302,"APTA (Asia-Pacific Trade Agreement)",0000,"World",01,"Imports",259,,0.094373,,0.316895,
2001,3302,"APTA (Asia-Pacific Trade Agreement)",0000,"World",02,"Exports",258,,0.074742,,0.35082,
2001,3303,"GCC (The Cooperation Council for the Arab States of the Gulf)",0000,"World",01,"Imports",258,,0.074747,,0.327425,
2001,3303,"GCC (The Cooperation Council for the Arab States of the Gulf)",0000,"World",02,"Exports",256,,0.529828,,0.711789,
2001,3304,"SAARC (South Asian Association for Regional Cooperation)",0000,"World",01,"Imports",258,,0.07393,,0.402836,
2001,3304,"SAARC (South Asian Association for Regional Cooperation)",0000,"World",02,"Exports",251,,0.11803,,0.60345,
2001,3305,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",0000,"World",01,"Imports",260,,0.107802,,0.229698,
2001,3305,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",0000,"World",02,"Exports",260,,0.099491,,0.247058,
2001,3306,"ECO (Economic Cooperation Organization)",0000,"World",01,"Imports",259,,0.062788,,0.311328,
2001,3306,"ECO (Economic Cooperation Organization)",0000,"World",02,"Exports",255,,0.273508,,0.574727,
2001,3307,"African Union",0000,"World",01,"Imports",259,,0.057716,,0.282371,
2001,3307,"African Union",0000,"World",02,"Exports",259,,0.309343,,0.604512,
2001,3310,"ADB (African Development Bank), developing member countries",0000,"World",01,"Imports",260,,0.096798,,0.294995,
2001,3310,"ADB (African Development Bank), developing member countries",0000,"World",02,"Exports",259,,0.079845,,0.354042,
2001,3311,"ADB: Group A",0000,"World",01,"Imports",254,,0.096717,,0.488754,
2001,3311,"ADB: Group A",0000,"World",02,"Exports",227,,0.177166,,0.748705,
2001,3312,"ADB: Group B",0000,"World",01,"Imports",257,,0.076653,,0.396344,
2001,3312,"ADB: Group B",0000,"World",02,"Exports",254,,0.108636,,0.583199,
2001,3313,"ADB: Group C",0000,"World",01,"Imports",260,,0.112312,,0.308748,
2001,3313,"ADB: Group C",0000,"World",02,"Exports",259,,0.089011,,0.365384,
2001,332,"Haiti",0000,"World",01,"Imports",192,,0.105761,"Estimated",0.541365,"Estimated"
2001,332,"Haiti",0000,"World",02,"Exports",52,,0.445114,"Estimated",0.728894,"Estimated"
2001,3320,"ECA (Economic Commission for Africa)",0000,"World",01,"Imports",259,,0.057379,,0.283387,
2001,3320,"ECA (Economic Commission for Africa)",0000,"World",02,"Exports",259,,0.309623,,0.605125,
2001,3321,"ECA: North Africa",0000,"World",01,"Imports",256,,0.052955,,0.332615,
2001,3321,"ECA: North Africa",0000,"World",02,"Exports",249,,0.353137,,0.703266,
2001,3322,"ECA: East Africa",0000,"World",01,"Imports",250,,0.095115,,0.409091,
2001,3322,"ECA: East Africa",0000,"World",02,"Exports",233,,0.148428,,0.734417,
2001,3323,"ECA: Central Africa",0000,"World",01,"Imports",238,,0.079507,,0.433129,
2001,3323,"ECA: Central Africa",0000,"World",02,"Exports",194,,0.616985,,0.823799,
2001,3324,"ECA: Southern Africa",0000,"World",01,"Imports",257,,0.083875,,0.250371,
2001,3324,"ECA: Southern Africa",0000,"World",02,"Exports",256,,0.154661,,0.533197,
2001,3325,"ECA: West Africa",0000,"World",01,"Imports",249,,0.070415,,0.404092,
2001,3325,"ECA: West Africa",0000,"World",02,"Exports",243,,0.575175,,0.774038,
2001,3330,"ECLAC (Economic Commission for Latin America and the Caribbean)",0000,"World",01,"Imports",258,,0.060265,,0.206638,
2001,3330,"ECLAC (Economic Commission for Latin America and the Caribbean)",0000,"World",02,"Exports",257,,0.0961,,0.302422,
2001,3331,"ECLAC: Caribbean",0000,"World",01,"Imports",249,,0.15248,,0.409368,
2001,3331,"ECLAC: Caribbean",0000,"World",02,"Exports",234,,0.419046,,0.727477,
2001,3332,"ECLAC: Latin America",0000,"World",01,"Imports",258,,0.060734,,0.215466,
2001,3332,"ECLAC: Latin America",0000,"World",02,"Exports",257,,0.096236,,0.301099,
2001,3340,"ESCAP (Economic and Social Commission for Asia and the Pacific)",0000,"World",01,"Imports",260,,0.08522,,0.175993,
2001,3340,"ESCAP (Economic and Social Commission for Asia and the Pacific)",0000,"World",02,"Exports",260,,0.081309,,0.207537,
2001,3341,"ESCAP: Africa",0000,"World",01,"Imports",259,,0.057724,,0.282378,
2001,3341,"ESCAP: Africa",0000,"World",02,"Exports",259,,0.309314,,0.604504,
2001,3342,"ESCAP: Latin America",0000,"World",01,"Imports",258,,0.060271,,0.206652,
2001,3342,"ESCAP: Latin America",0000,"World",02,"Exports",257,,0.096074,,0.302473,
2001,3343,"ESCAP: Europe",0000,"World",01,"Imports",260,,0.063173,,0.081073,
2001,3343,"ESCAP: Europe",0000,"World",02,"Exports",260,,0.064849,,0.149317,
2001,3344,"ESCAP: East and North-East Asia (ENEA)",0000,"World",01,"Imports",259,,0.087304,,0.222954,
2001,3344,"ESCAP: East and North-East Asia (ENEA)",0000,"World",02,"Exports",258,,0.086847,,0.288399,
2001,3345,"ESCAP: North and Central Asia",0000,"World",01,"Imports",258,,0.043769,,0.323638,
2001,3345,"ESCAP: North and Central Asia",0000,"World",02,"Exports",254,,0.291987,,0.649716,
2001,3346,"ESCAP: South and South-West Asia",0000,"World",01,"Imports",259,,0.061998,,0.339392,
2001,3346,"ESCAP: South and South-West Asia",0000,"World",02,"Exports",256,,0.147128,,0.528214,
2001,3347,"ESCAP: Pacific",0000,"World",01,"Imports",258,,0.079333,,0.198013,
2001,3347,"ESCAP: Pacific",0000,"World",02,"Exports",258,,0.099408,,0.535006,
2001,3348,"ESCAP: Pacific island developing economies (PIDE)",0000,"World",01,"Imports",259,,0.082262,,0.207045,
2001,3348,"ESCAP: Pacific island developing economies (PIDE)",0000,"World",02,"Exports",258,,0.080074,,0.235199,
2001,3349,"ESCAP: Other area",0000,"World",01,"Imports",259,,0.067806,,0.287498,
2001,3349,"ESCAP: Other area",0000,"World",02,"Exports",257,,0.473777,,0.640822,
2001,3350,"ESCAP: East and North-East Asia, incl. the Russian Federation",0000,"World",01,"Imports",259,,0.082262,,0.207045,
2001,3350,"ESCAP: East and North-East Asia, incl. the Russian Federation",0000,"World",02,"Exports",258,,0.080074,,0.235199,
2001,3355,"UNECE (Economic Commission for Europe)",0000,"World",01,"Imports",260,,0.071871,,0.078435,
2001,3355,"UNECE (Economic Commission for Europe)",0000,"World",02,"Exports",260,,0.064781,,0.124536,
2001,3360,"UNECE: Eastern Europe, Caucasus and Central Asia",0000,"World",01,"Imports",258,,0.055015,,0.300597,
2001,3360,"UNECE: Eastern Europe, Caucasus and Central Asia",0000,"World",02,"Exports",255,,0.241835,,0.595718,
2001,3361,"UNECE: West Balkans",0000,"World",01,"Imports",254,,0.062602,,0.273544,
2001,3361,"UNECE: West Balkans",0000,"World",02,"Exports",248,,0.094121,,0.517711,
2001,3370,"ESCWA (Economic and Social Commission for Western Asia)",0000,"World",01,"Imports",259,,0.060128,,0.290777,
